path,page,text
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#34,34,08/10/2020Basi di dati I ---296AutoStatoNumeroIFEAA954KKEE395BBBB395BBCognomeRossiRossiNeriNomeMarioMarioLucaInfrazioniCodice34321733216452153524Data1/2/20184/3/20205/4/20205/2/2020Vigile3987329532959345StatoNumeroIFEEAA954KKEE395BBBB395BBBB395BBIFEEAA954KKEE395BBBB395BBBB395BBIFEAA954KKEE395BBBB395BB
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#35,35,08/10/2020Basi di dati I ---297•Vincolo di integrità referenziale(“foreignkey”) fra X  di R1 e  R2•impone ai valori su  X  in  R1di comparire come valori della chiave primaria di  R2Vincolo di integrità referenziale
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#36,36,08/10/2020Basi di dati I ---298•vincoli di integrità referenziale fra: •l’attributo Vigile della relazione INFRAZIONI e la relazione VIGILI •gli attributi Stato e Numero di INFRAZIONI e la relazione AUTO 
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#37,37,08/10/2020Basi di dati I ---299InfrazioniCodice34321733216452153524Data1/2/20184/3/20205/4/20205/2/2020Vigile3987329532959345StatoNumeroIFEEAA954KKEE395BBBB395BBBB395BBAutoStatoNumeroIFEEE395BBFF342BBBB395BBCognomeRossiRossiNeriNomeMarioMarioLucaFEE395BBFEE395BBViolazione di vincolo di integrità referenziale
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#38,38,08/10/2020Basi di dati I ---2101Integrità referenziale e valori nulliImpiegatiMatricola343216452153524CognomeRossiNeriVerdiProgettoIDEAXYZNULLProgettiCodiceIDEABOHXYZInizio01/201907/202009/2019Durata362424Costo20012015073032BianchiIDEA
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#39,39,08/10/2020Basi di dati I ---2105AutoStatoNumeroFIEAA954AKEE395ABBB395ABCognomeRossiRossiNeriNomeMarioMarioLucaIncidentiCodice3432164521Data1/2/195/4/20StatoBNumeroBFIAA954AKEE395ABStatoANumeroAIEEE954ABBB395ABVincoli multipli su più attributi
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#4,4,"08/10/2020Basi di dati I ---252Vincoli di integrità, nota•solo alcunitipidi vincolisono""supportati"" daiDBMS:•...ilDBMS ne impediscela violazione,•per i vincoli""non supportati"", la responsabilitàdella verificaèdell'utenteo del programmatore•Vediamoi vincolisuunDBMS (oggilomostroio, prossimamentedovreteusarlo)"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#40,40,"08/10/2020Basi di dati I ---2106Vincoli multipli su più attributi, 2•vincoli di integrità referenziale fra: •gli attributi StatoA e NumeroA di INCIDENTI e la relazione AUTO •gli attributi StatoB e NumeroB di INCIDENTI e la relazione AUTO •L'ordine degli attributi è significativo"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#41,41,"Esempi
08/10/2020Basi di dati I ---2107"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#42,42,"08/10/2020Basi di dati I ---2108Relazioni su singoli attributiMatricolaCognomeNomeData di nascita6554RossiMario05/12/19988765NeriPaolo03/11/19963456RossiMaria01/02/19989283VerdiLuisa12/11/1999studenti
Matricola65543456studenti lavoratori"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#43,43,"Strutture nidificate
08/10/2020Basi di dati I ---2109"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#44,44,"08/10/2020Basi di dati I ---2110Strutture nidificateDa FilippoVia Roma 2, RomaRicevuta Fiscale1235del 12/10/20023Coperti3,002Bistecche18,003Primi12,002Antipasti6,20Totale39,20Da FilippoVia Roma 2, RomaRicevuta Fiscale1240del 13/10/20022Coperti2,002Orate20,002Primi8,002Antipasti7,002Caffè2,00Totale39,00"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#45,45,"Esercizio•Rappresentare in una base di dati relazionale i dati di interesse delle ricevute fiscali
08/10/2020Basi di dati I ---2111"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#46,46,"08/10/2020Basi di dati I ---2112Strutture nidificateDa FilippoVia Roma 2, RomaRicevuta Fiscale1235del 12/10/20193Coperti3,002Bistecche18,003Primi12,002Antipasti6,20Totale39,20Da FilippoVia Roma 2, RomaRicevuta Fiscale1240del 13/10/20192Coperti2,002Orate20,002Primi8,002Antipasti7,002Caffè2,00Totale39,00"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#47,47,"08/10/2020Basi di dati I ---2113Strutture nidificateDa FilippoVia Roma 2, RomaRicevuta Fiscale1235del 12/10/20193Coperti3,002Bistecche18,003Primi12,002Antipasti6,20Totale39,20Da FilippoVia Roma 2, RomaRicevuta Fiscale1240del 13/10/20192Coperti2,002Orate20,002Primi8,002Antipasti7,002Caffè2,00Totale39,00"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#48,48,"""Soluzione""•alla lavagna
08/10/2020Basi di dati I ---2114"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#49,49,"08/10/2020Basi di dati I ---2117Relazioni che rappresentano  strutture nidificate12353Coperti3,002Bistecche18,003Primi12,002Antipasti6,2039,2012/10/2019NumeroTotaleData124039,0013/10/2019RicevuteDettaglioQtàDescrizioneImporto1235Numero12401235123512352Coperti2,00…………"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#5,5,"Verifica dei vincoli•Vediamo fra poco con un esempio sul tipo più semplice di vincoli
08/10/2020Basi di dati I ---253"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#50,50,"08/10/2020Basi di dati I ---2118Strutture nidificate, riflessione•Abbiamorappresentatoveramentetutti gliaspettidelle ricevute? •Dipendeda checosaci interessa! •l'ordinedelle righee' rilevante?•lineeripetute•al bar ... ""ditemile coseinsieme…"""
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#51,51,"""Soluzione""•alla lavagna
08/10/2020Basi di dati I ---2119"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#6,6,08/10/2020Basi di dati I ---254StudenteVotoLodeCorso320127654527654530e lode0278764327e lode037394302404EsamiMatricola276545787643787643CognomeRossiNeriBianchiNomeMarioPieroLucaStudenti78764378764327e lode
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#7,7,08/10/2020Basi di dati I ---255Tipi di vincoli•vincoliintrarelazionali•vincolisuvalori(o di dominio) •vincolidi ennupla•Vincolidi chiave•vincoliinterrelazionali
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#8,8,"Vincolo di dominio•Pone condizioni sui valori ammissibili di un singolo attributo, ad esempio•il voto ha come tipo ""intero"" •ma deve essere compreso fra 18 e 30 (un sottoinsieme del dominio)
08/10/2020Basi di dati I ---256"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf#9,9,"08/10/2020Basi di dati I ---257Vincolodi dominio, in concreto•Unapossibilesintassi: •combinazionebooleana(AND, OR eNOT)•di condizionisemplicicheconfrontanounattributoconunacostante(Voto³18) AND (Voto£30)"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#0,0,"ALGEBRA RELAZIONALE
12/10/2020Atzeni --Basi di dati I --3 2"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#1,1,"Linguaggi per basi di dati•operazioni sullo schema•DDL•operazioni sui dati•DML•interrogazione (""query"")•aggiornamento
12/10/2020Atzeni --Basi di dati I --3 3"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#10,10,"Ridenominazione•operatore su una relazione•""modifica lo schema"" lasciando inalterata l'istanza dell'operando•simbolo REN oppure RHO oppure ρ•sintassi ed esempio alla lavagna12/10/2020Atzeni --Basi di dati I --3 16"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#11,11,"RENSede, Retribuzione ¬Ufficio, Stipendio(Impiegati) REN Sede, Retribuzione ¬Fabbrica, Salario(Operai) ÈImpiegati CognomeNeriRossiUfficioMilanoRomaStipendio6455Operai CognomeVerdiBruniFabbricaLatinaMonzaSalario5545CognomeRetribuzioneSedeNeriRossi6455MilanoRomaVerdiBruniLatinaMonza554512/10/2020Atzeni --Basi di dati I --3 20"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#12,12,"Selezione•""seleziona"" da una relazione le ennuple che soddisfano una condizione
12/10/2020Atzeni --Basi di dati I --3 22"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#13,13,Impiegati CognomeFilialeStipendioMatricolaNeriMilano645998RossiRoma557309NeriNapoli645698MilanoMilano449553•impiegati che •guadagnano più di 50 •guadagnano più di 50 e lavorano a Milano•hanno lo stesso nome della filiale presso cui lavorano12/10/2020Atzeni --Basi di dati I --3 23
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#14,14,"Selezione, sintassi e semantica
•
12/10/2020Atzeni --Basi di dati I --3 24"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#15,15,"CognomeFilialeStipendioMatricolaNeriMilano645998RossiRoma557309NeriNapoli645698MilanoMilano449553Impiegati MilanoMilano449553•impiegati che guadagnano più di 50 
SELStipendio > 50(Impiegati) NeriNapoli645698SELStipendio > 50(Impiegati)
12/10/2020Atzeni --Basi di dati I --3 26"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#16,16,"Impiegati CognomeFilialeStipendioMatricolaNeriMilano645998RossiRoma557309NeriNapoli645698MilanoMilano449553•impiegati che guadagnano più di 50 e lavorano a Milano
SELStipendio > 50 AND Filiale = 'Milano'(Impiegati) RossiRoma557309NeriNapoli645698MilanoMilano449553NeriMilano645998SELStipendio > 50 AND Filiale = 'Milano'(Impiegati) 
12/10/2020Atzeni --Basi di dati I --3 27"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#17,17,"Impiegati CognomeFilialeStipendioMatricolaNeriMilano645998RossiRoma557309NeriNapoli645698MilanoMilano449553•impiegati che hanno lo stesso nome della filiale presso cui lavorano
SEL Cognome= Filiale(Impiegati) NeriMilano645998RossiRoma557309NeriNapoli645698MilanoMilano449553SEL Cognome= Filiale(Impiegati) 
12/10/2020Atzeni --Basi di dati I --3 28"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#18,18,"Selezione e proiezione•operatori ""ortogonali""•alla lavagna
12/10/2020Atzeni --Basi di dati I --3 29"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#19,19,"Proiezione•decompone ""verticalmente"":•""tutte"" le ennuple, alcuni attributi
12/10/2020Atzeni --Basi di dati I --3 33"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#2,2,"Linguaggi di interrogazioneper basi di dati relazionali•Dichiarativi (""che cosa"")•specificano le proprietà del risultato•Procedurali(""come"") •costruiscono il risultato
12/10/2020Atzeni --Basi di dati I --3 4"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#20,20,"Impiegati CognomeFilialeStipendioMatricolaNeriMilano645998NeriNapoli557309RossiRoma645698RossiRoma449553•per tutti gli impiegati:•matricola e cognome•cognome e filiale
12/10/2020Atzeni --Basi di dati I --3 34"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#21,21,"Proiezione, sintassi e semantica•alla lavagna
12/10/2020Atzeni --Basi di dati I --3 35"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#22,22,"CognomeFilialeStipendioMatricolaNeriMilano645998NeriNapoli557309RossiRoma645698RossiRoma449553•matricola e cognome  di tutti gli impiegati
PROJ Matricola, Cognome(Impiegati)12/10/2020Atzeni --Basi di dati I --3 37"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#23,23,"CognomeFilialeStipendioMatricolaNeriMilano645998NeriNapoli557309RossiRoma645698RossiRoma449553•cognome e filiale  di tutti gli impiegati
PROJ Cognome, Filiale(Impiegati)12/10/2020Atzeni --Basi di dati I --3 38"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#24,24,"Cardinalità delle proiezioni•Una proiezione•contiene al più tante ennuple quante l'operando•può contenerne di meno•Quando possiamo essere sicuri che non siano di meno?
12/10/2020Atzeni --Basi di dati I --3 39"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#3,3,Linguaggi di interrogazione•Algebra relazionale: procedurale•Calcolo relazionale: dichiarativo (teorico)•SQL(Structured Query Language): parzialmente dichiarativo (reale)•QBE(Query by Example): dichiarativo (reale)12/10/2020Atzeni --Basi di dati I --3 5
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#4,4,"Algebra relazionale•Insieme di operatori•su relazioni, producono relazioni•quindi possono essere composti
12/10/2020Atzeni --Basi di dati I --3 6"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#5,5,Un servizio online per esercitazioni in algebra relazionale•RelaX•http://dbis-uibk.github.io/relax/calc•Verrà proposto un “homework” il cui svolgimento sarà necessario per partecipare alla prova parziale•Oggi lo usiamo per vedere i risultati12/10/2020Atzeni --Basi di dati I --3 7
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#6,6,"Operatori dell'algebra relazionale•unione, intersezione, differenza•ridenominazione•selezione•proiezione•aggregazione•join (join naturale, prodotto cartesiano, theta-join)12/10/2020Atzeni --Basi di dati I --3 8"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#7,7,"Operatori insiemistici•le relazioni sono insiemi•i risultati debbono essere relazioni•quindi:•è possibile applicare unione, intersezione, differenzasolo a relazioni definite sugli stessi attributi•esempi alla lavagna e su Relax12/10/2020Atzeni --Basi di dati I --3 9"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#8,8,LaureatiMatricola74329824Età5445NomeNeriVerdi727442RossiSpecialistiMatricola743298249297Età544533NomeNeriVerdiNeriBase di dati per l'esempio•La carichiamo in Relaxhttp://dbis-uibk.github.io/relax/calc/gist/1a9dc6cd0f3478388fc177dfc9b5a31412/10/2020Atzeni --Basi di dati I --3 10
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.5-Algebra Relazionale.pdf#9,9,"Paternità PadreFiglioAdamoCainoAbramoIsaccoAdamoAbeleMaternità MadreFiglioEvaSetSaraIsaccoEvaAbelePaternità  ÈMaternità?? Un'unione sensata ma impossibile
12/10/2020Atzeni --Basi di dati I --3 14"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#0,0,"Operatori dell'algebra relazionale•unione, intersezione, differenza•ridenominazione•selezione•proiezione•aggregazione•join (join naturale, prodotto cartesiano, theta-join)12/10/2020Atzeni --Basi di dati I --3 8"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#1,1,"Operatori insiemistici•le relazioni sono insiemi•i risultati debbono essere relazioni•quindi:•è possibile applicare unione, intersezione, differenzasolo a relazioni definite sugli stessi attributi•esempi alla lavagna e su Relax12/10/2020Atzeni --Basi di dati I --3 9"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#10,10,"Impiegati CognomeFilialeStipendioMatricolaNeriMilano645998RossiRoma557309NeriNapoli645698MilanoMilano449553•impiegati che guadagnano più di 50 e lavorano a Milano
SELStipendio > 50 AND Filiale = 'Milano'(Impiegati) RossiRoma557309NeriNapoli645698MilanoMilano449553NeriMilano645998SELStipendio > 50 AND Filiale = 'Milano'(Impiegati) 
12/10/2020Atzeni --Basi di dati I --3 27"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#11,11,"Impiegati CognomeFilialeStipendioMatricolaNeriMilano645998RossiRoma557309NeriNapoli645698MilanoMilano449553•impiegati che hanno lo stesso nome della filiale presso cui lavorano
SEL Cognome= Filiale(Impiegati) NeriMilano645998RossiRoma557309NeriNapoli645698MilanoMilano449553SEL Cognome= Filiale(Impiegati) 
12/10/2020Atzeni --Basi di dati I --3 28"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#12,12,"Selezione e proiezione•operatori ""ortogonali""•alla lavagna
12/10/2020Atzeni --Basi di dati I --3 29"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#13,13,"Proiezione•decompone ""verticalmente"":•""tutte"" le ennuple, alcuni attributi
12/10/2020Atzeni --Basi di dati I --3 33"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#14,14,"Impiegati CognomeFilialeStipendioMatricolaNeriMilano645998NeriNapoli557309RossiRoma645698RossiRoma449553•per tutti gli impiegati:•matricola e cognome•cognome e filiale
12/10/2020Atzeni --Basi di dati I --3 34"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#15,15,"Proiezione, sintassi e semantica•alla lavagna
12/10/2020Atzeni --Basi di dati I --3 35"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#16,16,"CognomeFilialeStipendioMatricolaNeriMilano645998NeriNapoli557309RossiRoma645698RossiRoma449553•matricola e cognome  di tutti gli impiegati
PROJ Matricola, Cognome(Impiegati)12/10/2020Atzeni --Basi di dati I --3 37"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#17,17,"CognomeFilialeStipendioMatricolaNeriMilano645998NeriNapoli557309RossiRoma645698RossiRoma449553•cognome e filiale  di tutti gli impiegati
PROJ Cognome, Filiale(Impiegati)12/10/2020Atzeni --Basi di dati I --3 38"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#18,18,"Cardinalità delle proiezioni•Una proiezione•contiene al più tante ennuple quante l'operando•può contenerne di meno•Quando possiamo essere sicuri che non siano di meno?
12/10/2020Atzeni --Basi di dati I --3 39"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#19,19,Selezione con valori nulliCognomeFilialeEtàMatricolaNeriMilano455998RossiRoma327309BruniMilanoNULL9553Impiegati SELEtà > 40(Impiegati) •la condizione atomica è vera solo per valori non nulli12/10/2020Atzeni --Basi di dati I --3 41
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#2,2,LaureatiMatricola74329824Età5445NomeNeriVerdi727442RossiSpecialistiMatricola743298249297Età544533NomeNeriVerdiNeriBase di dati per l'esempio•La carichiamo in Relaxhttp://dbis-uibk.github.io/relax/calc/gist/1a9dc6cd0f3478388fc177dfc9b5a31412/10/2020Atzeni --Basi di dati I --3 10
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#20,20,Un risultato non desiderabileSELEtà>40 (Persone) ÈSELEtà£40 (Persone) ¹Persone•Perché? Perché le selezioni vengono valutate separatamente!•Ma anche SELEtà>40 ÚEtà£40 (Persone) ¹Persone•Perché? Perché anche le condizioni atomiche vengono valutate separatamente!12/10/2020Atzeni --Basi di dati I --3 42
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#21,21,"Selezione con valori nulli: soluzioneSELEtà > 40(Impiegati)•la condizione atomica è  vera solo per valori non nulli•per riferirsi ai valori nulli esistono forme apposite di condizioni:IS NULLIS NOT NULL•si potrebbe usare (ma non serve) una ""logica a tre valori"" (vero, falso, sconosciuto)12/10/2020Atzeni --Basi di dati I --3 43"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#22,22,"Nota bene•RelaXusa Età = null
12/10/2020Atzeni --Basi di dati I --3 44"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#23,23,•Quindi:SELEtà>40 (Persone) ÈSELEtà£40 (Persone) ÈSELEtà IS NULL (Persone) =SELEtà>40 ÚEtà£40 ÚEtà IS NULL(Persone) = Persone12/10/2020Atzeni --Basi di dati I --3 45
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#24,24,"CognomeFilialeEtàMatricolaNeriMilano455998BruniMilanoNULL9553Impiegati SEL(Età > 40) OR (Età IS NULL) (Impiegati) RossiRoma327309RossiRoma327309NeriMilano455998BruniMilanoNULL9553
12/10/2020Atzeni --Basi di dati I --3 46"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#3,3,"Paternità PadreFiglioAdamoCainoAbramoIsaccoAdamoAbeleMaternità MadreFiglioEvaSetSaraIsaccoEvaAbelePaternità  ÈMaternità?? Un'unione sensata ma impossibile
12/10/2020Atzeni --Basi di dati I --3 14"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#4,4,"Ridenominazione•operatore su una relazione•""modifica lo schema"" lasciando inalterata l'istanza dell'operando•simbolo REN oppure RHO oppure ρ•sintassi ed esempio alla lavagna12/10/2020Atzeni --Basi di dati I --3 16"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#5,5,"RENSede, Retribuzione ¬Ufficio, Stipendio(Impiegati) REN Sede, Retribuzione ¬Fabbrica, Salario(Operai) ÈImpiegati CognomeNeriRossiUfficioMilanoRomaStipendio6455Operai CognomeVerdiBruniFabbricaLatinaMonzaSalario5545CognomeRetribuzioneSedeNeriRossi6455MilanoRomaVerdiBruniLatinaMonza554512/10/2020Atzeni --Basi di dati I --3 20"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#6,6,"Selezione•""seleziona"" da una relazione le ennuple che soddisfano una condizione
12/10/2020Atzeni --Basi di dati I --3 22"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#7,7,Impiegati CognomeFilialeStipendioMatricolaNeriMilano645998RossiRoma557309NeriNapoli645698MilanoMilano449553•impiegati che •guadagnano più di 50 •guadagnano più di 50 e lavorano a Milano•hanno lo stesso nome della filiale presso cui lavorano12/10/2020Atzeni --Basi di dati I --3 23
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#8,8,"Selezione, sintassi e semantica
•
12/10/2020Atzeni --Basi di dati I --3 24"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.6-Algebra Relazionale.pdf#9,9,"CognomeFilialeStipendioMatricolaNeriMilano645998RossiRoma557309NeriNapoli645698MilanoMilano449553Impiegati MilanoMilano449553•impiegati che guadagnano più di 50 
SELStipendio > 50(Impiegati) NeriNapoli645698SELStipendio > 50(Impiegati)
12/10/2020Atzeni --Basi di dati I --3 26"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#0,0,"Selezione e proiezione•Combinando selezione e proiezione, possiamo estrarre interessanti informazioni da una relazione
19/10/2020Atzeni --Basi di dati I --3 47"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#1,1,"CognomeFilialeStipendioMatricolaNeriMilano645998RossiRoma557309NeriNapoli645698MilanoMilano449553MilanoMilano449553NeriNapoli645698•matricola e cognome degli impiegati che guadagnano più di 50 
SELStipendio > 50(Impiegati) PROJMatricola,Cognome(                                          ) 19/10/2020Atzeni --Basi di dati I --3 48"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#10,10,"19/10/2020Atzeni --Basi di dati I --3 58MatricolaVotoCodice345630043456260292832701esami6554260165542605•Numero esami e voto medio per ciascuno studenteAGGMatricola; avg(Voto) →Media, count(*) → NumEsami(esami)MatricolaMedia345628928327655426NumEsami212"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#11,11,"Valori nulli•vengono trattati correttamente (cioè ignorati nelle medie, nelle somme e nei conteggi)
19/10/2020Atzeni --Basi di dati I --3 59"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#12,12,"count•count(*) conta le ennuple•count(A) conta le ennuple che hanno il valore di A •non i valori distinti di A•quindi in assenza di valori il risultato è lo stesso, in presenza di valori nulli per A•count(A) è il numero di ennuple che non hanno il valore nullo19/10/2020Atzeni --Basi di dati I --3 60"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#13,13,"19/10/2020Atzeni --Basi di dati I --3 61•Numero esami e voto medio per ciascuno studenteAGGMatricola; avg(Voto) →Media, count(*) → NumEsami(esami)MatricolaMedia345630928327655426NumEsami212MatricolaVotoCodice345630043456NULL0292832701esami6554260165542605•Numero voti e voto medio per ciascuno studenteAGGMatricola; avg(Voto) →Media, count(Voto) → NumVoti(esami)MatricolaMedia345630928327655426NumVoti112"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#14,14,"Join•il join è l'operatore più interessante dell'algebra relazionale•permette di correlare dati in relazioni diverse
19/10/2020Atzeni --Basi di dati I --3 62"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#15,15,"Il solito esempio(con nomi di attributi modificati in ""esami"")
19/10/2020Atzeni --Basi di dati I --3 63MatricolaCognomeNomeData di nascita6554RossiMario05/12/19788765NeriPaolo03/11/19763456RossiMaria01/02/19789283VerdiLuisa12/11/1979studenti
CodiceTitoloDocente01AnalisiMario02ChimicaBruni04ChimicaVerdicorsiMatricolaVotoCodice345630043456240292832801esami65542601"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#16,16,"Join naturale•operatore binario (generalizzabile)•produce un risultato •sull'unione degli attributi degli operandi•con ennuple costruite ciascuna a partire da una ennupla di ognuno degli operandi
19/10/2020Atzeni --Basi di dati I --3 66"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#17,17,"Join, sintassi e semantica•alla lavagna
19/10/2020Atzeni --Basi di dati I --3 67"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#18,18,"Esempi•alla lavagna•join completo, non completo, vuoto, mxn 
19/10/2020Atzeni --Basi di dati I --3 69"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#19,19,"Cardinalità del join•Il join di R1e R2contiene un numero di ennuple …•alla lavagna (chiavi, vincoli integrità referenziale)
19/10/2020Atzeni --Basi di dati I --3 74"
